Course,Course Title,Class Section Availability,Course Start/End Date,Credits,Schedule,Instructor,Class Type,Delivery Method,Course Attribute,Class Comments,Avail Seats:,Course Schedule
CET229,Transportation Engineering,21,8/21/2025 to 12/4/2025,3,R 12:30PM - 3:15PM,"Fedor,David",,On Campus,Fall Only,withdrawal date 11/14/25,7 of 20,Click for Details
PTA230L##,Clinical Neurology Lab,22,8/20/2025 to 12/3/2025,0,W 1:00PM - 3:45PM,"Tilburg,Christine",,On Campus,NA,11/14/2025,2 of 6,Click for Details
NUR340,Pediatric Nursing,1,8/19/2025 to 12/2/2025,4,T 9:00AM - 10:45AM,"Account,Test",,On Campus,NA,"11/14/25
Restricted to BGN Major 
Requires Associated Class NUR 340L
Webcam required for exam proctoring
May require identity verification fees",2 of 30,Click for Details
BCT330,Residential Building Systems,1,8/20/2025 to 12/3/2025,3,W 11:30AM - 2:15PM,"Francis,Matthew",,On Campus,NA,11/14/2025,13 of 21,Click for Details
MET319,Lean Manufacturing & Quality Control,2,8/19/2025 to 12/4/2025,3,TR 11:00AM - 12:15PM,"Albright,Paul",,On Campus,NA,11/14/2025,3 of 20,Click for Details
HTH325,Healthcare Delivery Systems,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Covone,Michael",,Distance Learning,NA,"W/D 11/14/25 
Times to be arranged. May require identity verification fees. 100% of instruction via distance.",0 of 22,Click for Details
CIT230,Fundamentals of Information Security,22,8/19/2025 to 12/4/2025,3,TR 2:00PM - 3:15PM,"Yoas,Daniel",,On Campus,NA,11/14/2025,8 of 18,Click for Details
PAS645,Elective Clinical Experience,1,8/18/2025 to 9/19/2025,4,No scheduled meetings,"Kavanagh,Kimberly",,Off Campus,NA,"September 12, 2025
Callback dates 9/18/2025 & 9/19/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",5 of 5,Click for Details
DSM116,Diesel Engine Laboratory,1,8/18/2025 to 12/5/2025,4,F 10:00AM - 2:45PM...,"Bell,Jeremy",,On Campus,NA,WD 11/14/2025,5 of 22,Click for Details
MTH108,Elementary Algebra II,3,8/18/2025 to 12/5/2025,3,F 11:00AM - 11:50AM...,"Trick,Nathan",,On Campus,NA,W/D 11/14/2025,2 of 22,Click for Details
BCM108,Construction Safety & First Aid,90,8/18/2025 to 12/12/2025,2,No scheduled meetings,"Sheppard,Wayne",,Distance Learning,NA,11/14/2025,0 of 20,Click for Details
ENL111,English Composition I,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Account,Test",,Distance Learning,ENL111 Summer Discount,W/D 11/14/2023,9 of 23,Click for Details
MTH181,College Algebra & Trigonometry I,22,8/19/2025 to 12/4/2025,3,TR 12:00PM - 1:45PM,"Vander Vere,Curt",,On Campus,NA,W/D 11/14/2025,5 of 25,Click for Details
BCT135,Weather Resistant Barriers & Finishes,1,8/18/2025 to 12/1/2025,2,M 8:00AM - 8:25AM...,"Account,Test",,On Campus,NA,11/14/2025,8 of 18,Click for Details
MET496,Senior Seminar - Lab,21,8/21/2025 to 12/4/2025,3,R 1:00PM - 1:50PM,"Troup,Howard",,On Campus,Spring Only,11/14/2025,17 of 20,Click for Details
FOR124,Advanced Forest Mensuration,1,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Easton,Eric",,Hybrid,Spring Only,11/14/2025,0 of 1,Click for Details
MTH004,Pre-Algebra,2,8/18/2025 to 12/5/2025,3,MW 9:00AM - 9:50AM...,"Yoder,Kimberly; Myers, Shelley",,On Campus,NA,W/D 11/14/2025,4 of 24,Click for Details
DSG323,Design Statics & Strength of Materials,41,8/19/2025 to 12/4/2025,3,TR 5:00PM - 6:15PM,"Marconnet,Alex",,On Campus,NA,11/14/2025,12 of 16,Click for Details
CSC124,"Information, Technology & Society",90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Shultz,Walter",,Distance Learning,NA,11/14/2025,0 of 30,Click for Details
BEM399,Holistic Emergency Management in Institutional Settings,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Schlosser,William",,Distance Learning,NA,W/D 11/14/2025,8 of 10,Click for Details
WEL249,Robotic Welding,21,8/18/2025 to 12/3/2025,3,MW 12:00PM - 1:45PM...,"Meck,Allan",,On Campus,NA,withdraw date 11/14/25,-1 of 15,Click for Details
BIO103,Human Anatomy & Physiology Survey,42,8/18/2025 to 12/3/2025,4,MW 5:00PM - 6:15PM...,"Brelsford,Kindra",,On Campus,NA,W/D 11/14/25,8 of 24,Click for Details
FYE101,First Year Experience,02 ET,8/19/2025 to 12/4/2025,1,TR 8:00AM - 8:50AM,"Jabbour,Naim",,On Campus,NA,11/14/2025,2 of 24,Click for Details
ACR103,HVAC Print Reading & Automated Design,1,8/18/2025 to 12/3/2025,2,MW 4:00PM - 5:45PM,"Account,Test",,On Campus,NA,11/14/2025,12 of 18,Click for Details
ELT114,Residential Electrical Theory,21,8/18/2025 to 12/3/2025,3,MW 12:00PM - 1:15PM,"Leisey,Lacy",,On Campus,NA,11/14/2025,12 of 16,Click for Details
HTH338,Quality Assurance in Healthcare,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Covone,Michael",,Distance Learning,NA,"W/D 11/14/25 
Times to be arranged. May require identity verification fees. 100% of instruction via distance.",12 of 22,Click for Details
NUR271L##,Nursing Care of Children Lab,72,8/30/2025 to 9/27/2025,0,S 6:30AM - 3:15PM,"Account,Test",,Off Campus,NA,"09/19/2025
Requires Associated Class NUR271-90	
Restricted to NL/NLD major
Health/nursing requirements needed
See clinical grid for details
Times may vary by site
Transportation needed
Additional times to be arranged",2 of 6,Click for Details
NUR306L##,Adult Health Nursing I Lab,1,8/18/2025 to 11/10/2025,0,M 6:30AM - 2:15PM,"Account,Test",,Off Campus,NA,"10/15/2025
Requires Associated Class NUR306-01	
Restricted to BGN major
Health/nursing requirements needed
See clinical grid for details
Times may vary by site
Transportation needed
Additional times to be arranged",0 of 9,Click for Details
MGT497,Business Policy & Strategy,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Nededog,Jose",,Distance Learning,NA,W/D 11/14/2025,-1 of 15,Click for Details
HSJ255,Internship I,98,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Moore,Sarah",,Hybrid,NA,W/D 11/14/2025,6 of 15,Click for Details
PHA610,PA Clinical Seminar I,98,8/18/2025 to 12/12/2025,1,No scheduled meetings,"Dorman,Heather",,Hybrid,Fall Only,"November 14, 2025
80% remote 20% in person",20 of 30,Click for Details
CIT273,Systems Administration,1,8/18/2025 to 12/5/2025,3,MWF 8:00AM - 8:50AM,"Becker,David",,On Campus,NA,11/14/2025,16 of 22,Click for Details
ENL111,English Composition I,91,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Account,Test",,Distance Learning,ENL111 Summer Discount,W/D 11/14/2025,17 of 23,Click for Details
MTH005,Elementary Algebra I,23,8/18/2025 to 12/4/2025,3,MW 2:00PM - 2:50PM...,"Henry,LeAnn",,On Campus,NA,W/D 11/14/2025,0 of 22,Click for Details
SGT211,Surgical Technology Practice III,1,8/19/2025 to 12/3/2025,3.5,TW 6:45AM - 3:45PM,"Etzweiler,Jessica",,Off Campus,Fall Only,"11/14/2025
Transportation needed
Times may vary by site",0 of 10,Click for Details
ELT254,Industrial Power & Control Systems,1,8/19/2025 to 12/4/2025,4,TR 11:00AM - 12:15PM...,"Counterman,Arthur",,On Campus,NA,11/14/2025,5 of 15,Click for Details
FYE101,First Year Experience,22 BCM,8/18/2025 to 12/1/2025,1,M 1:00PM - 2:45PM,"Sheppard,Wayne",,On Campus,NA,11/14/2025,24 of 24,Click for Details
ABC182,Automotive Aero-enhancements,41,8/19/2025 to 12/4/2025,3,R 5:00PM - 5:50PM...,"Klinger,Roy",,On Campus,NA,11/14/2025,2 of 18,Click for Details
WEL133,Flux Cored Arc Welding,41,10/13/2025 to 12/11/2025,4,TR 5:00PM - 5:50PM...,"Brown,Jason",,On Campus,Fall Only,withdraw date 12/2/2025,0 of 15,Click for Details
DSM289L##,"Diesel Electronic Fuels: Systems, Operation & Diagnostics Lab",2,8/18/2025 to 12/3/2025,0,W 8:00AM - 10:45AM...,"Jaconetta,Andrew",,On Campus,NA,WD 11/14/2025,8 of 16,Click for Details
ACH112,Architectural History,23,8/18/2025 to 12/3/2025,3,MW 3:00PM - 5:15PM,"Brooks,Daniel",,On Campus,NA,11/14/2025,0 of 20,Click for Details
NUR270,Childbearing Nursing,1,8/18/2025 to 12/1/2025,3,M 11:00AM - 12:45PM,"Account,Test",,On Campus,NA,"11/14/25
Requires Associated Class NUR270L 		
Restricted to NR major
Webcam required for exam proctoring
May require identity verification fees",0 of 23,Click for Details
PHS114,Physics with Technological Applications,41,8/19/2025 to 12/4/2025,4,TR 5:00PM - 6:15PM...,"LeBlanc,Joseph",,On Campus,NA,W/D 11/14/2025,5 of 41,Click for Details
HRT110,Soils & Fertilizers,1,8/18/2025 to 12/1/2025,3,M 8:00AM - 9:45AM,"Shelinski,Justin",,On Campus,Fall Only,WD 11/14/2025,12 of 25,Click for Details
MGT115,Principles of Management,41,8/18/2025 to 12/3/2025,3,MW 5:00PM - 6:15PM,"Christopher,Daniel",,On Campus,NA,W/D 11/14/2025,20 of 25,Click for Details
SPC101,Fundamentals of Speech,6,8/19/2025 to 12/4/2025,3,TR 11:00AM - 12:15PM,"Stetter,Robin",,On Campus,NA,W/D 11/14/2025,0 of 20,Click for Details
HIS450,History Seminar,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Miller BAS,Craig",,Distance Learning,NA,W/D 11/14/2025,3 of 5,Click for Details
FHD326,Bakery Operations & Product Development,1,10/23/2025 to 12/5/2025,3,RF 7:00AM - 9:15AM...,"Niedermyer,Charles",,On Campus,NA,W/D 11/25/2025,2 of 16,Click for Details
CST204,Decorative Concrete,1,8/22/2025 to 12/5/2025,3,F 8:00AM - 9:45AM...,"Dibucci,Joseph",,On Campus,NA,11/14/2025,5 of 13,Click for Details
FHD101,Foundations of Professional Cooking,2,8/20/2025 to 10/9/2025,3,WR 7:00AM - 7:50AM...,"Account,Test",,On Campus,NA,W/D 9/30/2025,1 of 1,Click for Details
AMT113,Steering & Suspension,5,8/18/2025 to 9/12/2025,3,MTWR 8:00AM - 9:45AM...,"Faryniak,John",,On Campus,NA,9/8/2025,3 of 16,Click for Details
FYE101,First Year Experience,54 NHS,8/18/2025 to 12/3/2025,1,MW 4:00PM - 4:50PM,"Eckenrod,Christine",,On Campus,NA,11/14/2025,0 of 24,Click for Details
ENL111,English Composition I,5,8/18/2025 to 12/5/2025,3,MWF 9:00AM - 9:50AM,"Martin,Jeremy",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 23,Click for Details
PHO150,Digital Photography,2,8/19/2025 to 12/4/2025,3,TR 11:00AM - 1:15PM,"Yoder,Joanna",,On Campus,NA,W/D 11/14/2025,6 of 18,Click for Details
HEO152,Introduction to Heavy Duty Powertrain & Brake Systems,1,8/21/2025 to 12/4/2025,3,R 10:00AM - 2:45PM,"Peck,Ryan",,On Campus,NA,WD 11/14/2025,5 of 10,Click for Details
MGT325,Leadership,1,8/19/2025 to 12/4/2025,3,TR 8:00AM - 9:15AM,"Rich,Tammy",,On Campus,NA,W/D 11/14/2025,11 of 20,Click for Details
EET206,Linear Integrated Circuits,21,8/18/2025 to 12/5/2025,3,MWF 12:00PM - 12:50PM,"Almasy,Edward",,On Campus,Fall Only,11/14/2025,6 of 24,Click for Details
ELT228,Fundamental Electronics & Controls,1,8/19/2025 to 12/4/2025,3,TR 8:00AM - 10:15AM,"Yokitis,Kevin",,On Campus,NA,11/14/2025,6 of 15,Click for Details
ACC113,Introduction to Financial Accounting,91,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Fletcher,Roy",,Distance Learning,NA,W/D 11/14/2025,7 of 20,Click for Details
MGT410,Management of Organizational Behavior,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Bukeavich,Summer",,Distance Learning,NA,W/D 11/14/2025,-2 of 15,Click for Details
MGT115,Principles of Management,23,8/18/2025 to 12/3/2025,3,MW 2:00PM - 3:15PM,"Ciavarella,Mark",,On Campus,NA,W/D 11/14/2025,13 of 25,Click for Details
HRT251,Computer Design Applications/Advanced Plants,1,8/19/2025 to 12/3/2025,3,T 10:00AM - 10:50AM...,"Bower,Carl",,On Campus,Fall Only,WD 11/14/2025,2 of 18,Click for Details
ABC100,Introduction to Non-Structural Collision Repair,1,8/20/2025 to 12/5/2025,2,WF 11:00AM - 11:50AM,"Hack,Shaun",,On Campus,Fall Only,11/14/2025,3 of 18,Click for Details
AMT242,Vehicle Safety Inspection,2,10/23/2025 to 12/11/2025,1,R 2:00PM - 3:45PM,"Showan,David",,On Campus,NA,12/2/2025,4 of 16,Click for Details
DSM119,Fuel Systems,1,8/19/2025 to 12/4/2025,2,TR 2:00PM - 2:50PM,"Fry,Jeremy",,On Campus,NA,WD 11/14/2025,6 of 22,Click for Details
CIM104,CNC Machining & Programming I,2,8/19/2025 to 12/4/2025,3,TR 10:30AM - 12:45PM,"Davies,Luke",,On Campus,NA,11/14/2025,11 of 14,Click for Details
DSM289L##,"Diesel Electronic Fuels: Systems, Operation & Diagnostics Lab",03 - DG,8/19/2025 to 12/4/2025,0,TR 9:30AM - 12:15PM,"Jaconetta,Andrew",,On Campus,NA,WD 11/14/2025,7 of 24,Click for Details
WEL119,Shielded Metal Arc Welding,42,10/13/2025 to 12/11/2025,4,TR 5:00PM - 5:50PM...,"Weitzel,Levi",,On Campus,Fall Only,withdraw date 12/2/25,0 of 16,Click for Details
BCM319,Construction Structural Analysis & Design,2,8/18/2025 to 12/3/2025,3,MW 8:00AM - 10:15AM,"Martin,Bradley",,On Campus,NA,11/14/2025,4 of 20,Click for Details
MKT320,Marketing Research,1,8/19/2025 to 12/4/2025,3,TR 9:30AM - 10:45AM,"Bukeavich,Summer",,On Campus,NA,W/D 11/14/2025,11 of 20,Click for Details
NUR270L##,Childbearing Nursing Lab,3,10/2/2025 to 11/13/2025,0,R 6:30AM - 1:15PM,"Account,Test",,Off Campus,NA,"10/30/2025
Requires Associated Class NUR270 		
Lab restricted to lecture section 01		
Health/nursing requirements needed
See clinical grid for details
Additional times to be arranged
Times may vary by site
Transportation needed",0 of 6,Click for Details
CIM227,Material Handling/Fluid Power,1,8/18/2025 to 12/3/2025,3,MW 8:00AM - 8:50AM...,"Schaefer,Bryan",,On Campus,NA,11/14/2025,7 of 12,Click for Details
RAD109,Radiographic Anatomy & Positioning I,1,8/19/2025 to 12/4/2025,3.5,TR 11:00AM - 12:15PM,"Smith,Allen",,On Campus,Fall Only,11/14/2025,2 of 30,Click for Details
FOR254L##,Basic Tree Felling & Timber Operations Lab,1,8/18/2025 to 12/1/2025,0,M 8:00AM - 1:45PM,"Easton,Eric",,On Campus,NA,WD 11/14/2025,2 of 12,Click for Details
RAD109L##,Radiographic Anatomy & Positioning I Lab,3,8/20/2025 to 12/3/2025,0,W 11:00AM - 12:15PM,"Reed,Lauren",,On Campus,NA,11/14/2025,7 of 8,Click for Details
CIT344,Operating Systems Concepts I,21,8/18/2025 to 12/3/2025,3,MW 3:30PM - 4:45PM,"Yoas,Daniel",,On Campus,Fall Only,11/14/2025,-3 of 16,Click for Details
ENL111,English Composition I,24,8/18/2025 to 12/5/2025,3,MWF 12:00PM - 12:50PM,"Bleil,Robert",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 23,Click for Details
CIT260,Programming II,21,8/18/2025 to 12/3/2025,3,MW 12:30PM - 1:45PM,"Account,Test",,On Campus,NA,11/14/2025,10 of 18,Click for Details
BEM221,Crisis Communication,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Account,Test",,Distance Learning,NA,W/D 11/14/2025,6 of 20,Click for Details
DEN104L##,Preventive Dentistry Lab,1,8/19/2025 to 12/2/2025,0,T 11:00AM - 12:15PM,"Clossen,Tammy; Hicks, Jill; Motel, Bridget",,On Campus,NA,11/14/2025,20 of 20,Click for Details
BBT414,Building Automation Programming,23,8/19/2025 to 12/4/2025,3,TR 1:00PM - 1:50PM...,"Fisher,Andrew",,On Campus,Fall Only,11/14/2025,3 of 14,Click for Details
IAS312,Network Defense,41,8/18/2025 to 12/3/2025,3,MW 5:00PM - 6:15PM,"Heimbach,Allen",,On Campus,Fall Only,11/14/2025,0 of 12,Click for Details
ENL105##,English Composition I Lab,21,8/18/2025 to 12/3/2025,0,MW 3:30PM - 4:20PM,"Wheeler,Shanna",,On Campus,NA,W/D 11/14/2025,16 of 16,Click for Details
HRT141,Herbaceous Plants,1,8/21/2025 to 12/5/2025,3,RF 11:00AM - 11:50AM,"Bower,Carl",,On Campus,Fall Only,WD 11/14/2025,12 of 25,Click for Details
PAS610,PA Clinical Seminar I,98,8/18/2025 to 12/12/2025,1,No scheduled meetings,"Dorman,Heather",,Hybrid,Fall Only,"November 14, 2025
80% remote 20% in person",13 of 30,Click for Details
BIX495,Senior Project,1,8/18/2025 to 12/12/2025,4,No scheduled meetings,"Ask,Thomas",,On Campus,NA,11/14/2025,1 of 2,Click for Details
WEL102,Welding Blueprint & Layout,1,8/18/2025 to 12/3/2025,3,MW 9:30AM - 11:45AM,"Tanner,James",,On Campus,NA,withdrawal date 11/14/25,6 of 15,Click for Details
CIT386,SQL Server & .NET Framework,1,8/19/2025 to 12/4/2025,3,TR 9:30AM - 10:45AM,"Krepshaw,Robert",,On Campus,Fall Only,11/14/2025,4 of 22,Click for Details
WEL119,Shielded Metal Arc Welding,3,8/18/2025 to 10/9/2025,4,TR 7:00AM - 7:50AM...,"Turnbach,Timothy",,On Campus,Fall Only,withdraw date 9/30/25,3 of 15,Click for Details
BCT104,Construction Safety & Equipment,3,8/20/2025 to 12/3/2025,1,W 8:00AM - 8:50AM...,"Jones,Robert",,On Campus,NA,11/14/2025,10 of 18,Click for Details
RAD225,Radiography Practicum III,2,8/19/2025 to 12/4/2025,1,TR 8:00AM - 3:45PM,"Reed,Lauren",,Off Campus,Fall Only,"11/14/2025
Clinic times vary by site, to include days and occasional nights & weekends.
Transportation needed.",0 of 10,Click for Details
NUR353,Teaching & Learning Concepts & Strategies,98,8/18/2025 to 12/5/2025,2,T 10:00AM - 11:45AM,"Account,Test",,Hybrid,NA,"11/14/25
Lecture only 8/19 thru 10/7/25 10am to 11:45 am on campus/Distance Learning 10/14/25 thru 12/5/25
50% instruction via distance
Webcam required for exam proctoring
Restricted to BGN major
May require identity verification fees
Times to be arranged",2 of 27,Click for Details
DEN216L##,Dental Hygiene III Lab,1,8/18/2025 to 12/5/2025,0,MF 8:00AM - 11:45AM...,"Hicks,Amanda; Motel, Bridget",,On Campus,NA,11/14/2025,1 of 19,Click for Details
FYE101,First Year Experience,61 ET,8/18/2025 to 12/3/2025,1,MW 4:00PM - 4:50PM,"Account,Test",,On Campus,NA,11/14/2025,0 of 24,Click for Details
BRW103,Principles of Brewing Science,1,8/18/2025 to 10/9/2025,4,MTWR 9:30AM - 12:15PM,"Yarrington,Timothy",,On Campus,Fall Only,W/D 9/30/25,10 of 15,Click for Details
ABC125,Basic Refinishing,21,8/18/2025 to 12/3/2025,2,MW 1:00PM - 1:50PM,"Hack,Shaun",,On Campus,Fall Only,11/14/2025,1 of 18,Click for Details
MKT325,Consumer Behavior,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Rich,Tammy",,Distance Learning,NA,W/D  11/14/2025,0 of 18,Click for Details
ECO111,Principles of Macroeconomics,91,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Bergan,Nicholas",,Distance Learning,NA,W/D 11/14/2025,4 of 25,Click for Details
NUR213,LPN-RN Role Transition & Medical- Surgical Nursing I,90,8/18/2025 to 12/12/2025,7,No scheduled meetings,"Account,Test",,Distance Learning,NA,"11/14/25
Restricted to NL/NLD Major
Fri 8:30am to 12:15pm (8/22 thru 8/29) synchronous online lecture
Sat 8:30am to 12:15pm (9/6 thru 12/6) synchronous online lecture
Requires Associated Class NUR213L		
Webcam required for exam proctoring
May require identity verification fees
100% instruction via distance
Additional times to be arranged",30 of 30,Click for Details
PHA644,Surgery Clinical Experience,1,8/18/2025 to 9/19/2025,4,No scheduled meetings,"Sedor,Melissa",,Off Campus,NA,"September 12, 2025
Callback dates 9/18/2025 & 9/19/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",5 of 5,Click for Details
MTH004,Pre-Algebra,1,8/18/2025 to 12/5/2025,3,MW 10:00AM - 10:50AM...,"Account,Test; Myers, Shelley",,On Campus,NA,"W/D 11/14/2025 
first hour will be the reading lab, second hour will be the math portion.",3 of 24,Click for Details
MKT325,Consumer Behavior,91,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Rich,Tammy",,Distance Learning,NA,11/14/2025,0 of 18,Click for Details
HEO206,Commercial Driver's License (CDL) Prep,2,8/19/2025 to 12/4/2025,3,R 8:00AM - 10:45AM...,"Bashista,Kenneth",,On Campus,NA,WD 11/14/2025,0 of 14,Click for Details
BSD420,Renewable Energy Technologies,21,8/18/2025 to 12/3/2025,3,MW 1:00PM - 3:15PM,"Gerring,Dorothy",,On Campus,Fall Only,11/14/2025,-3 of 13,Click for Details
AVC316,Avionics & Radio Communication Applications,2,8/19/2025 to 12/4/2025,1,TR 1:30PM - 2:45PM,"Krepps,Matthew",,On Campus,Fall Only,11/14/2025,0 of 10,Click for Details
AVI105,Aviation Practices II,2,9/15/2025 to 10/10/2025,2,MTWRF 11:45AM - 12:35PM...,"Miller,Ethan",,On Campus,Fall Only,10/6/2025,9 of 20,Click for Details
FHD327,Customer Service & Retail Baking Operations,1,8/21/2025 to 10/10/2025,3,RF 7:00AM - 12:45PM...,"Niedermyer,Charles",,On Campus,NA,W/D 9/30/2025,1 of 16,Click for Details
FOR111,Dendrology,2,8/18/2025 to 12/3/2025,3,MW 8:00AM - 8:50AM...,"Bartron,Dustin",,On Campus,Fall Only,W/D 11/14/25,12 of 17,Click for Details
HTH399,SPECIAL TOPICS,1,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Ingram,Justin",,Distance Learning,NA,11/14/2025,0 of 1,Click for Details
MTH108,Elementary Algebra II,41,8/18/2025 to 12/4/2025,3,R 4:00PM - 4:50PM...,"Account,Test",,On Campus,NA,W/D 11/14/2025,1 of 21,Click for Details
ELT255,Electrical Estimating,21,8/18/2025 to 12/3/2025,3,MW 1:30PM - 2:45PM,"Newcomer,Eric",,On Campus,NA,11/14/2025,7 of 15,Click for Details
NUR288,Health Assessment,98,8/20/2025 to 12/3/2025,3,W 9:00AM - 11:45AM,"Account,Test",,Hybrid,NA,"11/14/25
75% distance, 25% in-person
Restricted to BGN major
See Instructor for class details
Webcam required for exam proctoring
May require identity verification fees",1 of 31,Click for Details
CIM228,Advanced Multi-axis CNC Machining & Programming,21,8/18/2025 to 12/3/2025,4,MW 1:00PM - 1:50PM...,"Account,Test",,On Campus,NA,11/14/2025,1 of 14,Click for Details
BSD340,Detailing & Applications,2,8/19/2025 to 12/4/2025,3,TR 10:30AM - 12:45PM,"Komarnicki,Anthony",,On Campus,Fall Only,11/14/2025,3 of 15,Click for Details
